"",Member ID,ColumnID,Text,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP,Emoji
34,227,openended4,A co-worker of mine had to be hospitalized for heat stroke after working in a non-air-conditioned warehouse.,1,17,99,40.06,83.69,,17,29.41,88.24,64.71,58.82,5.88,5.88,5.88,0,0,0,0,0,11.76,11.76,0,29.41,11.76,0,5.88,0,23.53,0,0,5.88,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88,0,0,0,0,0,0,5.88,0,0,0,0,0,0,0,0,17.65,0,0,17.65,0,0,5.88,5.88,5.88,0,0,0,0,0,0,11.76,0,0,0,0,0,0,0,0,0,17.65,0,0,11.76,0,0,5.88,5.88,11.76,0,0,0,0,0,0,0,23.53,5.88,0,0,0,0,17.65,0
34,227,openended5,"No, I haven’t taken any actions because I believe the government should be responsible for addressing air quality issues.",1,19,12.74,1,33.61,,19,36.84,73.68,68.42,52.63,10.53,10.53,10.53,0,0,0,0,0,15.79,5.26,0,5.26,15.79,0,5.26,10.53,26.32,5.26,0,0,0,0,0,36.84,5.26,31.58,5.26,10.53,5.26,5.26,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.26,5.26,0,0,5.26,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,5.26,0,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,5.26,0,0,0,0,0,0,0,15.79,5.26,5.26,0,0,5.26,0,0
35,333,openended1,no,1,1,1,1,,,1,0,100,100,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,333,openended2,Planting Trees in Cities,1,4,99,,99,,4,25,50,25,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,333,openended3,How can this situation be improved,1,6,1,,1,99,6,33.33,100,66.67,66.67,16.67,0,0,0,0,0,0,16.67,16.67,0,0,0,33.33,16.67,0,0,33.33,0,0,16.67,0,16.67,0,50,0,50,16.67,16.67,16.67,0,0,0,0,16.67,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,333,openended4,no,1,1,1,1,,,1,0,100,100,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,333,openended5,Add some plant,1,3,,,,,3,0,66.67,66.67,33.33,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,33.33,0,66.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,205,openended1,"Indoor air pollution due to poor ventilation and use of pollutants indoors
Air pollution can contribute to the formation of smog, reducing visibility and impacting overall air quality.",1,28,96.35,,2.36,1,28,42.86,57.14,39.29,28.57,0,0,0,0,0,0,0,0,3.57,3.57,0,14.29,3.57,0,7.14,0,7.14,7.14,0,3.57,0,0,3.57,14.29,0,14.29,0,7.14,3.57,0,0,0,0,3.57,0,3.57,0,0,0,0,0,0,0,3.57,3.57,3.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,0,0,7.14,0,0,0,3.57,0,3.57,0,0,0,0,0,0,7.14,3.57,3.57,0,0,0,0,0
36,205,openended2,Improve urban planning to include more shaded areas and facilitate proper airflow throughout the city.,1,15,98.78,,93.95,97.84,15,40,80,53.33,33.33,0,0,0,0,0,0,0,0,13.33,6.67,0,13.33,0,0,6.67,0,6.67,20,6.67,13.33,0,13.33,0,6.67,0,6.67,6.67,0,0,0,0,0,0,6.67,6.67,0,0,0,0,0,0,0,0,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.67,0,0,20,6.67,0,0,0,0,0,6.67,0,0,0,0,0,6.67,6.67,0,0,0,0,0,0
36,205,openended3,Cool Pavements: Understanding the concept of cool pavements and how they can reduce urban heat by reflecting solar radiation instead of absorbing it.,1,23,72.44,40.06,74.45,99,23,34.78,73.91,56.52,43.48,8.7,4.35,0,0,0,0,4.35,4.35,4.35,4.35,0,13.04,4.35,8.7,4.35,0,4.35,13.04,0,0,0,0,0,26.09,0,26.09,17.39,4.35,4.35,0,0,4.35,0,8.7,8.7,0,0,0,0,0,0,0,0,4.35,0,0,0,0,0,0,4.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.74,0,0,4.35,4.35,0,13.04,0,0,4.35,0,0,0,0,0,0,8.7,4.35,0,0,0,0,4.35,0
36,205,openended4,"Because urban heat can exacerbate chronic health conditions, leading to cardiovascular disease in the elderly at home.",1,17,98.34,73.71,83.69,,17,47.06,88.24,52.94,35.29,0,0,0,0,0,0,0,0,5.88,5.88,0,17.65,5.88,0,5.88,0,5.88,17.65,0,5.88,0,5.88,5.88,11.76,0,11.76,0,5.88,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88,0,0,0,0,0,0,5.88,0,0,0,0,0,0,0,0,5.88,0,5.88,0,0,0,23.53,23.53,11.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.53,0,0,17.65,0,0,5.88,11.76,0,5.88,0,0,0,0,0,0,11.76,5.88,5.88,0,0,0,0,0
36,205,openended5,Educate others about the importance of air quality and encourage them to take action.,1,14,89.52,40.06,24.32,98.65,14,28.57,78.57,57.14,50,14.29,7.14,0,0,0,0,7.14,7.14,7.14,7.14,0,21.43,0,7.14,7.14,0,7.14,0,0,7.14,7.14,0,0,7.14,0,7.14,0,0,0,0,0,7.14,0,7.14,7.14,0,0,0,0,0,0,0,0,21.43,14.29,7.14,0,0,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,0,0,0,0,0,0,7.14,7.14,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,7.14,0,0,0,0,0,0
37,206,openended1,"Burning of fossil fuels for energy production
Poor air quality can also negatively affect crops and vegetation, leading to reduced agricultural yields and ecosystem disruptions.",1,25,51.7,19.67,1,1,25,40,48,40,32,0,0,0,0,0,0,0,0,0,0,0,12,4,8,12,4,8,4,0,8,0,4,8,8,0,8,0,4,4,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,4,4,0,0,0,0,0
37,206,openended2,"Collaborate with local communities to educate residents about the importance of heat reduction measures, such as shading windows or using sunscreens.",1,21,99,40.06,5.94,,21,47.62,76.19,47.62,38.1,0,0,0,0,0,0,0,0,9.52,4.76,0,23.81,0,4.76,9.52,0,4.76,4.76,0,9.52,9.52,0,0,9.52,0,9.52,0,4.76,0,4.76,0,4.76,0,0,0,0,0,0,0,0,0,0,0,14.29,9.52,4.76,0,0,0,0,4.76,0,0,0,0,0,0,0,0,14.29,0,9.52,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.52,0,0,4.76,0,0,4.76,0,0,0,0,0,0,0,0,0,9.52,4.76,4.76,0,0,0,0,0
37,206,openended3,Climate-Sensitive Urban Planning: Learning about the importance of climate-sensitive urban planning in integrating heat mitigation strategies into city development and infrastructure.,1,21,99,16.63,99,,21,52.38,71.43,38.1,28.57,0,0,0,0,0,0,0,0,4.76,4.76,0,19.05,0,4.76,4.76,0,4.76,9.52,0,14.29,0,14.29,0,23.81,0,23.81,19.05,0,0,0,0,4.76,0,0,0,0,0,0,0,0,0,0,0,14.29,9.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.52,0,28.57,0,0,23.81,0,0,4.76,0,0,0,9.52,0,0,0,0,0,19.05,4.76,0,0,0,0,14.29,0
37,206,openended4,"The hot weather in the city causes the body to work harder to cool down, which can lead to fatigue and burnout.",1,22,99,17.46,20.79,1,22,13.64,95.45,63.64,50,4.55,0,0,0,0,0,0,4.55,13.64,13.64,0,22.73,4.55,0,4.55,0,4.55,13.64,0,13.64,0,13.64,4.55,18.18,0,18.18,0,9.09,4.55,0,0,4.55,0,13.64,4.55,9.09,9.09,0,9.09,0,0,0,0,4.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,9.09,0,0,9.09,4.55,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,4.55,22.73,0,0,13.64,0,0,9.09,0,0,4.55,0,0,0,0,0,0,9.09,4.55,4.55,0,0,0,0,0
37,206,openended5,Comply with burn bans and avoid burning wood or other materials that can contribute to air pollution.,1,17,64.21,2.18,1.39,,17,23.53,58.82,47.06,41.18,5.88,0,0,0,0,0,0,5.88,11.76,0,0,11.76,5.88,0,11.76,0,11.76,5.88,0,5.88,0,0,5.88,23.53,0,23.53,0,5.88,5.88,5.88,0,11.76,0,0,0,0,0,0,0,0,0,0,0,5.88,5.88,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88,0,0,0,0,0,0,0,0,0,0,0,5.88,0,0,0,0,0,0,5.88,5.88,0,0,0,0,0,0
38,169,openended1,none,1,1,1,1,,,1,0,100,100,100,100,0,0,0,0,0,0,100,100,0,0,0,0,0,0,100,0,0,100,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,169,openended2,"Promote energy efficiency measures such as energy efficient building retrofits and energy management programs. In addition, encouraging the use of renewable energy sources, such as solar and wind,",1,28,93.64,,1,75.77,14,42.86,64.29,42.86,32.14,0,0,0,0,0,0,0,0,10.71,3.57,0,14.29,0,0,14.29,0,3.57,3.57,3.57,17.86,3.57,10.71,3.57,7.14,0,7.14,0,7.14,0,0,0,0,0,3.57,3.57,0,0,0,0,0,0,0,0,7.14,7.14,3.57,0,0,0,0,0,0,0,0,0,0,0,0,0,10.71,0,0,10.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57,0,0,3.57,0,0,0,0,0,0,0,0,0,0,0,0,14.29,3.57,10.71,0,0,0,0,0
38,169,openended3,"The first is information on climate change and sustainable development, as well as goals, priorities, timelines and budgets set by governments and community organizations. There is also local climate data, including average temperatures, frequency and intensity of high temperature and heat wave events.",1,43,57.83,53.95,36.92,87.73,21.5,39.53,72.09,48.84,41.86,0,0,0,0,0,0,0,0,4.65,2.33,2.33,13.95,4.65,6.98,18.6,0,4.65,9.3,4.65,4.65,2.33,2.33,0,4.65,0,4.65,2.33,2.33,0,0,0,0,0,4.65,4.65,0,0,0,0,0,0,0,0,2.33,0,0,0,0,0,0,2.33,0,0,0,0,2.33,2.33,0,0,4.65,0,0,2.33,2.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.33,0,0,4.65,11.63,0,2.33,6.98,0,0,2.33,4.65,0,4.65,0,0,0,0,0,0,16.28,4.65,11.63,0,0,0,0,0
38,169,openended4,"Old neighbor, living alone in his house. On this day, the temperature in the community was unusually high, breaking through the usual limits. Neighbors noticed that there was no movement in the old man's house, and the usually lively old man did not appear. A concerned neighbor couldn't resist visiting the old man. He tapped on the old man's door, but there was no answer. Neighbors became concerned about the man's safety, and he called the police and called emergency services. When the door was forced open, the old man slumped in a rocking chair, sweat streaming down his forehead. His face was pale, he had difficulty breathing, and he had lost consciousness. Emergency workers did their best, and thermometers measuring body temperature produced alarming numbers. The old man's body temperature has reached dangerous levels, and the random breathing is worrying. Although the medical staff tried their best to save him, the old man's life was eventually lost irretrievably.",1,159,65.45,92.68,37.41,1.53,14.45,26.42,93.71,64.78,43.4,7.55,6.29,0,0,0,5.03,1.26,1.26,16.35,10.69,0,6.29,8.18,4.4,5.66,2.52,16.35,13.84,1.89,7.55,3.14,1.89,2.52,10.69,1.26,9.43,1.89,0.63,0.63,1.26,0,1.89,0,6.92,1.26,4.4,3.14,0.63,1.26,1.26,0,0,0,19.5,2.52,0,0,0,0,1.89,15.72,0,0,0,10.06,0.63,0,0,0.63,7.55,0,5.03,2.52,0,0,6.29,1.26,0,0,0,0,0,0,0,1.26,0,0,0,0,0,0,1.89,0,5.66,11.95,1.26,1.26,8.81,1.26,0,0,8.18,11.95,1.26,0.63,0,0,0,0,0,18.87,6.92,8.18,0,0,3.77,0,0
38,169,openended5,"The appliances in the home are highly efficient and are regularly cleaned and maintained to reduce energy waste and the release of pollutants. Choose environmentally friendly modes of transportation, such as walking, cycling or using public transportation, and reduce personal car use to reduce exhaust pollution. Support and advocate for governments and businesses to adopt environmental measures, such as the use of clean energy and the reduction of industrial emissions.",1,70,94.28,40.06,24.32,94.7,23.33,35.71,71.43,58.57,41.43,0,0,0,0,0,0,0,0,10,7.14,0,15.71,2.86,1.43,14.29,0,11.43,8.57,0,2.86,1.43,1.43,0,7.14,0,7.14,1.43,4.29,0,1.43,0,1.43,0,5.71,5.71,0,1.43,1.43,0,0,0,0,0,5.71,4.29,2.86,0,0,0,0,1.43,0,0,0,0,2.86,1.43,0,1.43,4.29,0,1.43,2.86,1.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.86,8.57,0,2.86,5.71,0,0,0,2.86,1.43,2.86,0,0,0,0,0,0,10,4.29,5.71,0,0,0,0,0
39,207,openended1,"Forest fires and wildfires causing smoke and pollutants in the air
Certain air pollutants, such as ozone and nitrogen dioxide, can irritate the respiratory system and cause inflammation in the lungs.",1,31,89.52,,1,1.4,31,32.26,61.29,41.94,38.71,0,0,0,0,0,0,0,0,12.9,9.68,0,9.68,3.23,0,16.13,0,3.23,3.23,0,0,0,0,0,9.68,0,9.68,0,6.45,3.23,0,0,0,0,3.23,0,3.23,3.23,0,3.23,0,3.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.68,6.45,3.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.45,0,0,6.45,0,0,0,0,0,3.23,0,0,0,0,0,0,9.68,3.23,6.45,0,0,0,0,0
39,207,openended2,"Develop strategies for reducing the urban heat island effect, such as promoting natural ventilation and minimizing heat-generating activities.",1,18,95.3,,10.18,,18,50,61.11,38.89,27.78,0,0,0,0,0,0,0,0,11.11,5.56,0,11.11,0,0,11.11,0,0,11.11,0,11.11,0,11.11,0,5.56,0,5.56,5.56,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56,0,0,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56,11.11,0,0,5.56,0,0,5.56,0,0,0,0,0,0,0,0,0,16.67,5.56,5.56,0,0,0,5.56,0
39,207,openended3,Urban Heat Mitigation Policies: Understanding the role of local governments in implementing policies and regulations to address urban heat mitigation.,1,20,99,69.2,89.39,,20,45,70,40,25,0,0,0,0,0,0,0,0,5,5,0,15,0,0,5,0,0,15,0,5,0,0,5,5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,20,0,0,10,0,0,0,0,0,0,0,0,0,10,5,0,0,0,0,5,0
39,207,openended4,"My dad, a labor worker, was constantly exposed to excessive sun which resulted in sunburns which resulted in red, painful and possibly blistered skin.",1,24,62.1,18.97,89.39,1,24,37.5,91.67,58.33,45.83,12.5,4.17,4.17,0,0,0,0,8.33,8.33,4.17,0,12.5,4.17,8.33,4.17,0,4.17,8.33,4.17,8.33,4.17,0,4.17,20.83,0,20.83,0,8.33,0,4.17,0,8.33,0,4.17,0,4.17,4.17,0,4.17,0,0,0,0,8.33,0,0,0,0,0,0,8.33,4.17,0,0,4.17,0,0,0,0,8.33,0,0,8.33,0,0,16.67,12.5,8.33,0,0,0,0,0,0,0,0,0,0,4.17,0,0,4.17,0,0,16.67,0,0,8.33,4.17,0,4.17,4.17,4.17,0,0,0,0,0,0,0,16.67,4.17,12.5,0,0,0,0,0
39,207,openended5,Use natural cleaning products instead of ones with harsh chemicals that can release pollutants into the air.,1,17,95.53,12.77,1.39,20.23,17,41.18,70.59,64.71,41.18,5.88,0,0,0,0,0,0,5.88,11.76,5.88,0,17.65,5.88,5.88,0,0,17.65,11.76,0,0,0,0,0,17.65,0,17.65,0,5.88,5.88,0,0,5.88,0,11.76,5.88,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88,0,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88,5.88,0,0,5.88,0,0,0,0,0,5.88,0,0,0,0,0,0,5.88,5.88,0,0,0,0,0,0
40,114,openended1,There are few trees and the air quality is humid,1,10,15.41,,7.03,,10,10,70,60,60,0,0,0,0,0,0,0,0,20,10,0,0,20,10,10,0,20,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,10,0,0,10,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,114,openended2,"Can be a variety of trees, maintain a good green state",1,11,97.37,5.27,1,99,11,18.18,72.73,63.64,45.45,0,0,0,0,0,0,0,0,18.18,18.18,0,9.09,18.18,0,0,0,18.18,9.09,9.09,0,0,0,0,18.18,0,18.18,0,0,9.09,0,0,9.09,0,9.09,9.09,0,9.09,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,9.09,0,0,0,9.09,0,0,0,0,9.09,0,0,0,0,0,0,9.09,0,9.09,0,0,0,0,0
40,114,openended3,I need more local news coverage to keep up with the latest information,1,13,99,7.93,98.89,99,13,15.38,92.31,76.92,46.15,7.69,7.69,7.69,0,0,0,0,0,15.38,7.69,0,23.08,0,0,0,0,15.38,23.08,7.69,0,0,0,0,15.38,0,15.38,7.69,0,7.69,0,0,0,0,7.69,7.69,0,0,0,0,0,0,0,0,7.69,7.69,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,15.38,15.38,0,0,15.38,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,114,openended4,"Yes, my father had a heatstroke in July!",1,8,89.52,40.06,99,,8,12.5,87.5,62.5,50,12.5,12.5,12.5,0,0,0,0,0,25,12.5,0,12.5,12.5,0,0,0,12.5,0,0,12.5,12.5,0,0,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,12.5,12.5,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,12.5,0,0,0,12.5,12.5,0,0,12.5,0,12.5,0,0,25,0,12.5,0,12.5,0,0,0
40,114,openended5,"Yes, I planted a lot of trees",1,7,99,1,24.32,,7,14.29,71.43,71.43,57.14,14.29,14.29,14.29,0,0,0,0,0,28.57,14.29,0,14.29,0,0,0,0,0,0,42.86,0,0,0,0,14.29,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,14.29,0,14.29,0,0,14.29,0,14.29,0,0,0,0,0
41,180,openended1,We don't have much impact on air quality here.,1,9,1.78,92.24,10.18,,9,11.11,77.78,66.67,66.67,11.11,11.11,0,11.11,0,0,0,0,11.11,0,0,11.11,22.22,11.11,0,11.11,22.22,11.11,11.11,11.11,11.11,0,0,11.11,0,11.11,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.22,0,0,0,0,0,11.11,11.11,0,0,11.11,0,0,0,0,0,22.22,0,0,0,0,0,0,22.22,11.11,0,0,0,11.11,0,0
41,180,openended2,"The government should optimize urban land use, increase green coverage, and protect the existing trees and natural environment.",1,18,79.79,,10.18,,18,44.44,77.78,55.56,27.78,0,0,0,0,0,0,0,0,11.11,11.11,0,0,5.56,0,11.11,0,11.11,16.67,5.56,0,0,0,0,11.11,0,11.11,0,5.56,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56,0,5.56,22.22,0,0,16.67,5.56,0,0,0,0,0,0,0,0,0,0,0,16.67,5.56,11.11,0,0,0,0,0
41,180,openended3,"Learn about Wisconsin's urban heat island effect and get Wisconsin climate data, including average temperatures, frequency and intensity of heat and heat wave events. Understand Wisconsin urban planning and land use policies, including the distribution of green space coverage, building density, and green infrastructure.",1,44,89.52,,79.84,,22,40.91,63.64,43.18,25,0,0,0,0,0,0,0,0,2.27,2.27,0,11.36,0,2.27,11.36,0,9.09,11.36,2.27,2.27,0,2.27,0,13.64,0,13.64,11.36,4.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.55,4.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.27,0,0,0,0,0,4.55,2.27,22.73,0,2.27,9.09,4.55,0,6.82,0,0,0,2.27,0,0,0,0,0,18.18,4.55,11.36,0,0,2.27,0,0
41,180,openended4,"Some time ago, Mr. Li, the next door neighbor, ran along the path in the park, and the air was filled with sultry breath. As time went by, he began to feel unwell -- dizzy, pale, short of breath, and muscle spasms. He began to feel weak and tired, and his feet began to falter. He tried to find a place in the shade to rest, but he was too tired to go on. Seeing his condition, a nearby good Samaritan immediately called a nearby medical facility for help. Emergency personnel rushed to the scene, took Mr. Li on a stretcher and provided first aid. They immediately transferred him to a nearby hospital and began giving him proper heat stroke treatment, including timely hydration, lowering his body temperature and monitoring his health.",1,131,92.34,89.29,17.53,12.29,18.71,14.5,86.26,64.12,43.51,8.4,8.4,0,0,0,7.63,0.76,0,12.98,8.4,0,14.5,2.29,3.05,6.87,0,12.98,7.63,0.76,2.29,1.53,0,0.76,6.11,0,4.58,1.53,0,0,0,0,0.76,0,5.34,2.29,3.05,2.29,0.76,1.53,0,0,0,0,12.98,3.82,0.76,1.53,0,0,0.76,10.69,0,0,0,9.16,0,0,0,0,1.53,0,0.76,0.76,0,0,12.21,8.4,3.05,0.76,0,0,0,0,0,0.76,0,0.76,1.53,0.76,1.53,0,0,2.29,5.34,14.5,0,2.29,8.4,1.53,0,3.05,7.63,10.69,1.53,0,0,0,0,0,0,19.08,6.87,10.69,0,0,0,1.53,0
41,180,openended5,"Plant more trees in your home, use air filtration systems in your rooms, save water in your home, and use devices that rely on wind and solar power.",1,28,76.24,99,72.58,,28,10.71,64.29,46.43,39.29,14.29,10.71,0,0,10.71,0,0,3.57,17.86,0,0,14.29,0,0,7.14,0,7.14,3.57,3.57,3.57,0,0,3.57,7.14,0,7.14,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.71,0,0,0,0,0,0,10.71,0,0,0,0,0,0,0,0,10.71,0,10.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57,21.43,0,0,21.43,0,0,0,0,0,0,0,0,0,0,0,0,14.29,3.57,10.71,0,0,0,0,0
42,382,openended1,no,1,1,1,1,,,1,0,100,100,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,382,openended2,switched to renewable energy sources,1,5,99,,,,5,60,40,20,20,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
