"","GEOID","full_geoid","male_white_total","male_white_less_hs","male_white_hs_grad","male_white_some_college","male_white_bs","female_white_total","female_white_less_hs","female_white_hs_grad","female_white_some_college","female_white_bs","male_black_total","male_black_less_hs","male_black_hs_grad","male_black_some_college","male_black_bs","female_black_total","female_black_less_hs","female_black_hs_grad","female_black_some_college","female_black_bs","male_aian_total","male_aian_less_hs","male_aian_hs_grad","male_aian_some_college","male_aian_bs","female_aian_total","female_aian_less_hs","female_aian_hs_grad","female_aian_some_college","female_aian_bs","male_asian_total","male_asian_less_hs","male_asian_hs_grad","male_asian_some_college","male_asian_bs","female_asian_total","female_asian_less_hs","female_asian_hs_grad","female_asian_some_college","female_asian_bs","male_nhpi_total","male_nhpi_less_hs","male_nhpi_hs_grad","male_nhpi_some_college","male_nhpi_bs","female_nhpi_total","female_nhpi_less_hs","female_nhpi_hs_grad","female_nhpi_some_college","female_nhpi_bs","male_other_total","male_other_less_hs","male_other_hs_grad","male_other_some_college","male_other_bs","female_other_total","female_other_less_hs","female_other_hs_grad","female_other_some_college","female_other_bs","male_mixed_total","male_mixed_less_hs","male_mixed_hs_grad","male_mixed_some_college","male_mixed_bs","female_mixed_total","female_mixed_less_hs","female_mixed_hs_grad","female_mixed_some_college","female_mixed_bs","male_w_nothisp_total","male_w_nothisp_less_hs","male_w_nothisp_hs_grad","male_w_nothisp_some_college","male_w_nothisp_bs","female_w_nothisp_total","female_w_nothisp_less_hs","female_w_nothisp_hs_grad","female_w_nothisp_some_college","female_w_nothisp_bs","male_hisp_total","male_hisp_less_hs","male_hisp_hs_grad","male_hisp_some_college","male_hisp_bs","female_hisp_total","female_hisp_less_hs","female_hisp_hs_grad","female_hisp_some_college","female_hisp_bs","BLACK_TOTAL","BLACK_FEMALE","BLACK_MALE","BLACK_LESS_HS_TOTAL","BLACK_HS_TOTAL","BLACK_SOME_COLLEGE_TOTAL","BLACK_COLLEGE_TOTAL","HISP_TOTAL","HISP_FEMALE","HISP_MALE","HISP_LESS_HS_TOTAL","HISP_HS_TOTAL","HISP_SOME_COLLEGE_TOTAL","HISP_COLLEGE_TOTAL","UNDERREP_TOTAL","UNDERREP_FEMALE_TOTAL","UNDERREP_MALE","UNDERREP_LESS_HS_TOTAL","UNDERREP_HS_TOTAL","UNDERREP_SOME_COLLEGE_TOTAL","UNDERREP_COLLEGE_TOTAL"
"43","55013","Assembly District 13 (2018), Wisconsin",17749,721,3480,4953,8595,20818,777,4867,5175,9999,437,45,77,190,125,594,70,126,203,195,44,0,6,18,20,82,0,35,14,33,1424,41,71,62,1250,1457,62,117,156,1122,0,0,0,0,0,8,0,0,0,8,223,30,17,80,96,372,10,211,88,63,310,31,137,40,102,416,0,97,138,181,16959,524,3221,4828,8386,20156,688,4740,4952,9776,1100,242,342,201,315,1083,99,338,330,316,1031,594,437,115,203,393,320,2183,1083,1100,341,680,531,631,3214,1677,1537,456,883,924,951
"44","55082","Assembly District 82 (2018), Wisconsin",17637,946,4470,5121,7100,19057,672,5077,5861,7447,1084,306,367,327,84,396,15,85,182,114,42,0,21,0,21,81,0,12,40,29,1371,109,247,205,810,1429,175,158,146,950,4,0,0,4,0,0,0,0,0,0,519,61,201,82,175,365,114,7,98,146,387,16,39,109,223,309,0,0,92,217,16982,846,4258,4925,6953,18396,544,4995,5671,7186,1064,167,307,336,254,836,128,89,300,319,1480,396,1084,321,452,509,198,1900,836,1064,295,396,636,573,3380,1232,2148,616,848,1145,771
"45","55054","Assembly District 54 (2018), Wisconsin",15663,1070,5340,5105,4148,17527,961,5830,5524,5212,250,112,41,53,44,212,19,31,144,18,13,0,13,0,0,32,0,6,23,3,400,79,124,75,122,486,198,116,26,146,23,0,0,23,0,35,35,0,0,0,81,56,0,25,0,41,0,0,41,0,81,19,17,20,25,80,0,31,44,5,15207,939,5220,4989,4059,16879,891,5639,5224,5125,537,187,120,141,89,689,70,191,341,87,462,212,250,131,72,197,62,1226,689,537,257,311,482,176,1688,901,787,388,383,679,238
"46","55098","Assembly District 98 (2018), Wisconsin",18755,838,4254,5653,8010,20275,731,4823,6078,8643,399,52,127,160,60,256,27,49,85,95,23,0,11,12,0,23,6,5,12,0,932,14,35,77,806,824,50,46,104,624,0,0,0,0,0,0,0,0,0,0,145,52,55,24,14,126,47,10,55,14,192,16,59,51,66,254,22,27,69,136,17935,519,4094,5437,7885,19396,633,4514,5830,8419,1013,371,220,283,139,1086,155,319,344,268,655,256,399,79,176,245,155,2099,1086,1013,526,539,627,407,2754,1342,1412,605,715,872,562
"47","55061","Assembly District 61 (2018), Wisconsin",19879,1749,6052,6676,5402,20564,1265,5621,7518,6160,244,17,130,46,51,157,10,47,83,17,9,9,0,0,0,44,0,27,0,17,178,15,61,42,60,242,19,29,77,117,19,0,19,0,0,0,0,0,0,0,117,83,3,23,8,226,106,29,37,54,163,0,98,36,29,173,0,62,47,64,19119,1609,5735,6510,5265,19882,1197,5370,7213,6102,902,223,320,214,145,996,174,316,342,164,401,157,244,27,177,129,68,1898,996,902,397,636,556,309,2299,1153,1146,424,813,685,377
"48","55018","Assembly District 18 (2018), Wisconsin",4998,339,1016,1454,2189,5074,256,897,1511,2410,7361,1399,3163,2147,652,10825,1847,3788,3909,1281,23,0,4,19,0,64,21,17,7,19,765,293,242,100,130,741,402,103,165,71,15,0,0,15,0,0,0,0,0,0,332,118,96,99,19,369,95,74,136,64,291,37,109,78,67,547,24,54,226,243,4544,191,826,1373,2154,4602,179,772,1328,2323,901,288,319,216,78,893,178,188,323,204,18186,10825,7361,3246,6951,6056,1933,1794,893,901,466,507,539,282,19980,11718,8262,3712,7458,6595,2215
"49","55029","Assembly District 29 (2018), Wisconsin",17314,1039,5790,6461,4024,17945,908,5194,6599,5244,140,15,60,22,43,35,1,3,4,27,22,0,3,19,0,69,0,13,9,47,153,13,33,38,69,233,67,35,44,87,0,0,0,0,0,35,0,1,0,34,32,0,0,11,21,13,3,0,0,10,211,8,76,89,38,206,24,20,97,65,17183,1020,5753,6389,4021,17792,900,5179,6486,5227,161,19,40,86,16,173,11,18,127,17,175,35,140,16,63,26,70,334,173,161,30,58,213,33,509,208,301,46,121,239,103
"50","55015","Assembly District 15 (2018), Wisconsin",17847,966,5380,6182,5319,19703,991,5657,6380,6675,1011,57,236,382,336,1014,44,87,690,193,71,6,19,22,24,61,0,19,22,20,725,82,169,33,441,793,99,184,68,442,0,0,0,0,0,0,0,0,0,0,478,33,296,148,1,309,59,92,103,55,253,3,92,87,71,309,19,72,118,100,17196,896,5084,6049,5167,19014,821,5423,6218,6552,1149,103,582,303,161,1047,252,332,265,198,2025,1014,1011,101,323,1072,529,2196,1047,1149,355,914,568,359,4221,2061,2160,456,1237,1640,888
"51","55044","Assembly District 44 (2018), Wisconsin",17837,1517,6495,6206,3619,19993,1274,7226,6855,4638,422,78,205,137,2,289,63,77,97,52,25,0,14,11,0,81,6,23,17,35,227,41,83,55,48,356,19,61,116,160,0,0,0,0,0,9,0,0,9,0,482,147,245,46,44,272,161,79,22,10,299,36,137,71,55,210,5,43,127,35,17328,1368,6318,6059,3583,19637,1235,7053,6770,4579,1011,296,442,193,80,660,200,252,116,92,711,289,422,141,282,234,54,1671,660,1011,496,694,309,172,2382,949,1433,637,976,543,226
"52","55041","Assembly District 41 (2018), Wisconsin",19780,2294,8061,6252,3173,20079,1893,7709,6386,4091,541,49,277,173,42,89,15,13,32,29,233,34,69,104,26,36,5,11,16,4,145,5,26,13,101,181,5,25,43,108,3,0,0,0,3,0,0,0,0,0,226,87,98,39,2,91,45,16,16,14,133,10,54,48,21,169,14,61,68,26,19062,2065,7771,6073,3153,19687,1767,7536,6311,4073,946,322,393,206,25,520,185,215,90,30,630,89,541,64,290,205,71,1466,520,946,507,608,296,55,2096,609,1487,571,898,501,126
"53","55016","Assembly District 16 (2018), Wisconsin",5114,412,904,1178,2620,3674,130,564,921,2059,8754,2437,3466,2389,462,10581,2223,3473,3647,1238,30,0,23,7,0,66,12,32,11,11,536,186,75,91,184,647,304,81,87,175,11,8,0,3,0,0,0,0,0,0,301,106,58,104,33,262,71,52,98,41,479,50,114,264,51,279,5,100,92,82,4573,272,728,1070,2503,3237,66,455,794,1922,981,240,304,298,139,803,142,210,236,215,19335,10581,8754,4660,6939,6036,1700,1784,803,981,382,514,534,354,21119,11384,9735,5042,7453,6570,2054
"54","55083","Assembly District 83 (2018), Wisconsin",20628,930,5943,6530,7225,20063,488,5733,6327,7515,102,0,2,76,24,58,7,19,32,0,36,0,0,22,14,14,0,0,14,0,190,14,55,21,100,331,23,111,58,139,10,0,10,0,0,0,0,0,0,0,131,55,59,17,0,148,0,66,55,27,70,0,9,47,14,230,7,86,74,63,20168,891,5794,6424,7059,19631,461,5626,6199,7345,607,94,214,133,166,618,34,217,178,189,160,58,102,7,21,108,24,1225,618,607,128,431,311,355,1385,676,709,135,452,419,379
"55","55066","Assembly District 66 (2018), Wisconsin",11345,1950,4193,3496,1706,12221,1518,3564,4995,2144,3900,1210,1548,985,157,4439,855,1713,1647,224,104,0,30,53,21,81,0,74,7,0,118,0,30,44,44,203,0,87,52,64,0,0,0,0,0,0,0,0,0,0,975,389,326,213,47,1030,503,228,244,55,361,98,68,158,37,550,80,142,323,5,8937,873,3503,2995,1566,10007,718,3016,4371,1902,3623,1510,1074,819,220,3586,1338,814,1149,285,8339,4439,3900,2065,3261,2632,381,7209,3586,3623,2848,1888,1968,505,15548,8025,7523,4913,5149,4600,886
"56","55051","Assembly District 51 (2018), Wisconsin",19356,1777,7961,5982,3636,19725,1286,6888,7047,4504,130,12,85,33,0,54,33,11,8,2,57,6,20,9,22,33,0,2,31,0,134,0,18,20,96,183,5,37,25,116,0,0,0,0,0,0,0,0,0,0,124,34,76,9,5,84,20,47,2,15,93,5,38,16,34,124,9,49,33,33,19050,1717,7752,5955,3626,19464,1246,6754,7002,4462,450,97,281,36,36,350,60,183,50,57,184,54,130,45,96,41,2,800,350,450,157,464,86,93,984,404,580,202,560,127,95
"57","55010","Assembly District 10 (2018), Wisconsin",5965,186,898,1371,3510,6591,190,971,1245,4185,8317,1931,3433,2281,672,11689,1826,4298,4061,1504,66,13,26,27,0,85,14,32,28,11,296,61,63,13,159,331,32,52,38,209,0,0,0,0,0,0,0,0,0,0,308,102,104,94,8,342,73,177,84,8,193,1,82,37,73,266,45,36,120,65,5590,101,780,1252,3457,6290,129,874,1175,4112,762,200,273,198,91,682,190,223,165,104,20006,11689,8317,3757,7731,6342,2176,1444,682,762,390,496,363,195,21450,12371,9079,4147,8227,6705,2371
"58","55008","Assembly District 8 (2018), Wisconsin",7000,2425,2368,1196,1011,7490,2464,2242,1612,1172,1402,384,532,444,42,1126,368,390,330,38,170,31,64,75,0,176,68,75,33,0,281,133,26,23,99,252,96,53,37,66,0,0,0,0,0,0,0,0,0,0,5355,2884,1603,793,75,5282,2485,1565,1070,162,239,93,36,81,29,299,61,56,108,74,3530,471,1252,865,942,3519,551,1083,960,925,9158,4938,2814,1239,167,9528,4475,2814,1779,460,2528,1126,1402,752,922,774,80,18686,9528,9158,9413,5628,3018,627,21214,10654,10560,10165,6550,3792,707
"59","55022","Assembly District 22 (2018), Wisconsin",18681,724,4693,5755,7509,19932,617,5338,5703,8274,1040,147,148,560,185,1154,78,239,440,397,53,11,9,28,5,54,0,15,11,28,666,12,83,191,380,788,0,71,61,656,17,0,0,17,0,0,0,0,0,0,73,43,6,0,24,109,24,23,30,32,184,5,111,22,46,114,15,0,41,58,18275,682,4580,5632,7381,19548,577,5249,5628,8094,512,85,142,135,150,510,69,112,105,224,2194,1154,1040,225,387,1000,582,1022,510,512,154,254,240,374,3216,1664,1552,379,641,1240,956
"60","55005","Assembly District 5 (2018), Wisconsin",19891,926,7514,6468,4983,20520,859,7256,6369,6036,29,4,2,4,19,37,0,23,14,0,929,92,305,322,210,1245,58,536,504,147,165,0,0,0,165,281,0,10,20,251,0,0,0,0,0,0,0,0,0,0,87,16,21,19,31,220,6,81,49,84,393,57,77,218,41,319,22,140,128,29,19720,873,7481,6408,4958,20102,801,7200,6202,5899,316,83,81,101,51,657,64,128,251,214,66,37,29,4,25,18,19,973,657,316,147,209,352,265,1039,694,345,151,234,370,284
"61","55027","Assembly District 27 (2018), Wisconsin",18122,1187,5822,5715,5398,19660,905,6744,6139,5872,95,4,16,32,43,73,30,43,0,0,30,0,12,18,0,50,0,26,24,0,765,184,201,296,84,683,137,153,187,206,0,0,0,0,0,3,0,0,3,0,173,18,55,100,0,148,3,49,79,17,134,0,91,0,43,84,0,4,27,53,17548,1009,5608,5598,5333,19286,779,6673,5992,5842,801,199,318,217,67,542,129,124,239,50,168,73,95,34,59,32,43,1343,542,801,328,442,456,117,1511,615,896,362,501,488,160
"62","55097","Assembly District 97 (2018), Wisconsin",16911,1243,4082,5446,6140,18259,852,4436,5806,7165,419,77,50,160,132,424,206,97,48,73,96,0,9,65,22,12,12,0,0,0,223,0,49,52,122,389,30,59,110,190,0,0,0,0,0,8,0,0,0,8,404,191,183,29,1,312,198,91,8,15,275,0,78,72,125,208,10,10,155,33,15341,736,3641,4966,5998,16892,507,4182,5331,6872,2078,698,663,546,171,1723,558,345,512,308,843,424,419,283,147,208,205,3801,1723,2078,1256,1008,1058,479,4644,2147,2497,1539,1155,1266,684
"63","55086","Assembly District 86 (2018), Wisconsin",19452,1444,6726,6309,4973,19704,944,6669,6264,5827,113,0,26,73,14,101,0,2,78,21,39,0,17,11,11,45,0,1,33,11,721,67,213,158,283,703,22,195,175,311,10,0,0,0,10,0,0,0,0,0,35,16,5,5,9,14,14,0,0,0,112,0,38,27,47,169,11,6,141,11,19257,1348,6704,6262,4943,19583,895,6661,6237,5790,243,112,38,54,39,164,63,8,56,37,214,101,113,0,28,151,35,407,164,243,175,46,110,76,621,265,356,175,74,261,111
"64","55026","Assembly District 26 (2018), Wisconsin",17753,1172,7107,5789,3685,18095,1216,6781,5997,4101,572,122,164,194,92,238,36,34,162,6,59,0,2,42,15,41,0,7,9,25,910,154,325,189,242,976,263,292,250,171,0,0,0,0,0,0,0,0,0,0,142,59,46,32,5,267,41,136,41,49,169,0,72,58,39,203,5,61,77,60,16928,936,6715,5659,3618,17182,1026,6543,5659,3954,1016,295,438,203,80,1236,231,381,403,221,810,238,572,158,198,356,98,2252,1236,1016,526,819,606,301,3062,1474,1588,684,1017,962,399
"65","55048","Assembly District 48 (2018), Wisconsin",17302,1037,3807,5120,7338,19181,920,4310,5541,8410,1590,303,601,467,219,2054,365,349,1064,276,109,0,41,68,0,45,4,29,12,0,976,120,163,242,451,817,162,166,95,394,21,10,0,0,11,13,0,0,0,13,168,80,45,20,23,341,140,37,111,53,418,1,8,168,241,446,53,17,146,230,16327,747,3490,4886,7204,18357,729,4069,5271,8288,1187,358,371,303,155,1221,336,286,387,212,3644,2054,1590,668,950,1531,495,2408,1221,1187,694,657,690,367,6052,3275,2777,1362,1607,2221,862
"66","55007","Assembly District 7 (2018), Wisconsin",16376,1613,5878,5152,3733,18105,1535,6228,5793,4549,1540,133,706,573,128,1361,190,395,569,207,139,67,37,19,16,240,17,68,111,44,742,152,231,191,168,1050,177,331,349,193,13,0,0,0,13,0,0,0,0,0,1170,495,441,207,27,1026,466,233,259,68,452,20,154,182,96,410,12,106,157,135,14378,951,5130,4661,3636,15704,1025,5483,5052,4144,3290,1168,1203,739,180,3703,993,1045,1141,524,2901,1361,1540,323,1101,1142,335,6993,3703,3290,2161,2248,1880,704,9894,5064,4830,2484,3349,3022,1039
"67","55036","Assembly District 36 (2018), Wisconsin",19015,2140,8520,5834,2521,18802,1516,8016,6188,3082,59,6,34,7,12,34,6,8,20,0,1379,174,642,473,90,1654,208,657,530,259,45,9,3,12,21,110,22,50,11,27,1,0,0,1,0,11,4,0,0,7,25,14,8,0,3,18,6,2,3,7,192,22,73,69,28,213,21,65,98,29,18848,2105,8438,5786,2519,18553,1469,7924,6127,3033,227,49,111,65,2,305,59,112,72,62,93,34,59,12,42,27,12,532,305,227,108,223,137,64,625,339,286,120,265,164,76
"68","55077","Assembly District 77 (2018), Wisconsin",14486,213,1435,2619,10219,14743,266,1281,2615,10581,1261,102,439,388,332,883,37,248,392,206,202,5,72,53,72,115,32,15,48,20,2062,187,172,122,1581,1820,101,137,149,1433,4,0,4,0,0,5,0,0,5,0,434,126,165,50,93,310,86,102,81,41,364,54,0,62,248,446,56,24,86,280,13699,72,1353,2488,9786,14020,159,1186,2457,10218,1235,274,255,194,512,1117,193,189,307,428,2144,883,1261,139,687,780,538,2352,1117,1235,467,444,501,940,4496,2000,2496,606,1131,1281,1478
"69","55004","Assembly District 4 (2018), Wisconsin",17795,825,5134,5872,5964,18500,850,5480,5842,6328,740,207,346,119,68,216,14,61,120,21,642,95,226,226,95,629,87,188,199,155,474,45,90,99,240,651,165,128,53,305,0,0,0,0,0,0,0,0,0,0,240,70,60,96,14,188,125,19,38,6,246,50,29,100,67,297,18,38,140,101,17479,720,5036,5777,5946,18244,772,5454,5809,6209,638,188,178,223,49,535,212,47,110,166,956,216,740,221,407,239,89,1173,535,638,400,225,333,215,2129,751,1378,621,632,572,304
"70","55055","Assembly District 55 (2018), Wisconsin",18584,903,5042,6060,6579,19639,949,5766,6185,6739,215,56,70,61,28,283,0,129,107,47,172,5,113,24,30,136,9,49,30,48,426,42,107,66,211,488,14,74,121,279,0,0,0,0,0,0,0,0,0,0,280,64,73,86,57,84,45,39,0,0,259,6,101,60,92,236,17,74,80,65,18271,865,4907,5959,6540,19227,858,5639,6091,6639,605,102,222,187,94,537,153,166,105,113,498,283,215,56,199,168,75,1142,537,605,255,388,292,207,1640,820,820,311,587,460,282
"71","55092","Assembly District 92 (2018), Wisconsin",19113,1932,8094,6015,3072,18381,1250,6921,6361,3849,426,155,145,116,10,61,5,33,9,14,347,54,139,136,18,398,12,207,130,49,54,0,9,20,25,109,8,50,31,20,0,0,0,0,0,0,0,0,0,0,538,269,201,59,9,257,106,97,28,26,184,22,85,64,13,159,1,33,79,46,18841,1848,7971,5988,3034,18155,1183,6829,6319,3824,840,366,334,89,51,503,174,193,79,57,487,61,426,160,178,125,24,1343,503,840,540,527,168,108,1830,564,1266,700,705,293,132
"72","55081","Assembly District 81 (2018), Wisconsin",19658,1564,6989,6445,4660,20648,1333,6413,7375,5527,487,94,275,112,6,104,45,11,42,6,161,27,57,42,35,160,34,56,41,29,60,13,2,3,42,169,24,6,25,114,7,7,0,0,0,0,0,0,0,0,278,114,139,24,1,161,82,24,30,25,306,43,141,65,57,176,0,56,72,48,19169,1455,6856,6310,4548,20155,1253,6333,7257,5312,841,278,291,159,113,655,162,108,144,241,591,104,487,139,286,154,12,1496,655,841,440,399,303,354,2087,759,1328,579,685,457,366
"73","55038","Assembly District 38 (2018), Wisconsin",20361,1138,5756,5942,7525,20336,792,4703,6897,7944,226,9,91,91,35,194,42,24,74,54,52,0,12,13,27,60,0,25,4,31,121,7,47,6,61,94,35,5,14,40,3,0,3,0,0,0,0,0,0,0,189,78,79,23,9,135,87,8,19,21,92,0,34,45,13,143,5,62,66,10,19819,920,5579,5892,7428,19980,684,4600,6808,7888,741,296,266,73,106,545,195,165,108,77,420,194,226,51,115,165,89,1286,545,741,491,431,181,183,1706,739,967,542,546,346,272
"74","55090","Assembly District 90 (2018), Wisconsin",14717,2256,5349,4743,2369,14842,1607,5228,4875,3132,853,113,299,320,121,864,211,130,348,175,391,74,174,103,40,636,30,234,339,33,674,214,148,245,67,572,201,169,99,103,0,0,0,0,0,18,10,8,0,0,1383,735,368,251,29,1057,559,232,205,61,317,56,106,107,48,513,88,193,163,69,13069,1380,4832,4532,2325,13662,1061,4895,4688,3018,3094,1575,913,533,73,2427,1143,662,447,175,1717,864,853,324,429,668,296,5521,2427,3094,2718,1575,980,248,7238,3291,3947,3042,2004,1648,544
"75","55093","Assembly District 93 (2018), Wisconsin",20221,1248,7209,6709,5055,19949,731,6374,6952,5892,166,14,8,131,13,54,0,11,19,24,15,8,6,1,0,35,0,7,10,18,190,21,20,47,102,272,10,45,43,174,8,0,0,0,8,1,1,0,0,0,132,58,27,33,14,46,24,2,11,9,103,1,24,50,28,200,43,54,59,44,19987,1225,7058,6650,5054,19724,697,6243,6915,5869,352,79,178,91,4,300,57,165,49,29,220,54,166,14,19,150,37,652,300,352,136,343,140,33,872,354,518,150,362,290,70
"76","55039","Assembly District 39 (2018), Wisconsin",19280,1646,8347,6179,3108,19169,1467,7393,6395,3914,240,19,120,101,0,141,25,69,36,11,87,0,51,15,21,52,0,28,22,2,57,0,17,19,21,120,17,42,27,34,5,0,0,5,0,0,0,0,0,0,133,53,43,22,15,34,8,16,0,10,124,48,42,34,0,200,6,62,81,51,18878,1557,8187,6099,3035,18817,1354,7275,6302,3886,578,147,221,123,87,404,123,150,93,38,381,141,240,44,189,137,11,982,404,578,270,371,216,125,1363,545,818,314,560,353,136
"77","55002","Assembly District 2 (2018), Wisconsin",18958,1136,6582,6462,4778,19496,882,6471,6376,5767,165,25,63,74,3,39,10,10,10,9,175,90,27,14,44,136,14,33,67,22,351,14,30,88,219,207,1,10,26,170,0,0,0,0,0,0,0,0,0,0,102,79,14,9,0,76,44,32,0,0,196,23,44,66,63,115,10,22,27,56,18685,1068,6541,6370,4706,19326,815,6441,6329,5741,384,147,55,105,77,276,121,62,47,46,204,39,165,35,73,84,12,660,276,384,268,117,152,123,864,315,549,303,190,236,135
"78","55071","Assembly District 71 (2018), Wisconsin",16807,970,5874,4584,5379,17170,786,5252,5252,5880,191,24,29,122,16,46,0,25,4,17,37,0,37,0,0,55,0,23,0,32,510,96,56,67,291,474,41,81,57,295,0,0,0,0,0,0,0,0,0,0,231,153,46,7,25,164,62,22,26,54,161,6,28,77,50,122,0,19,25,78,16591,927,5823,4538,5303,16926,728,5222,5160,5816,399,148,97,53,101,408,120,52,118,118,237,46,191,24,54,126,33,807,408,399,268,149,171,219,1044,454,590,292,203,297,252
"79","55076","Assembly District 76 (2018), Wisconsin",14483,528,1646,3397,8912,12799,233,1066,2403,9097,668,69,268,112,219,740,89,128,342,181,76,14,26,31,5,86,14,16,47,9,651,31,44,103,473,676,105,79,136,356,0,0,0,0,0,0,0,0,0,0,231,63,19,25,124,109,0,34,28,47,409,0,11,146,252,319,0,19,40,260,13939,424,1570,3251,8694,12416,151,1012,2330,8923,923,189,124,199,411,575,109,88,101,277,1408,740,668,158,396,454,400,1498,575,923,298,212,300,688,2906,1315,1591,456,608,754,1088
"80","55003","Assembly District 3 (2018), Wisconsin",19034,884,6091,6303,5756,19730,807,5665,6647,6611,119,31,36,19,33,85,12,13,37,23,56,3,1,19,33,114,12,11,72,19,468,62,187,88,131,556,196,166,123,71,0,0,0,0,0,0,0,0,0,0,229,60,74,56,39,161,115,0,46,0,153,9,33,39,72,233,15,44,116,58,18584,753,6009,6222,5600,19301,723,5566,6508,6504,627,191,133,147,156,656,199,99,242,116,204,85,119,43,49,56,56,1283,656,627,390,232,389,272,1487,741,746,433,281,445,328
"81","55073","Assembly District 73 (2018), Wisconsin",19266,1505,6602,6738,4421,19659,926,5838,7855,5040,313,50,40,202,21,83,13,11,51,8,463,54,227,137,45,438,14,130,227,67,175,25,48,44,58,201,57,75,59,10,0,0,0,0,0,0,0,0,0,0,49,0,24,22,3,12,1,11,0,0,259,47,101,97,14,359,51,78,152,78,19070,1472,6584,6660,4354,19506,895,5801,7810,5000,299,33,43,149,74,196,32,73,45,46,396,83,313,63,51,253,29,495,196,299,65,116,194,120,891,279,612,128,167,447,149
"82","55088","Assembly District 88 (2018), Wisconsin",16916,1052,4367,5249,6248,18902,841,4937,5862,7262,225,49,154,14,8,238,4,77,136,21,168,28,39,90,11,129,48,32,37,12,615,16,220,86,293,728,61,180,208,279,0,0,0,0,0,0,0,0,0,0,646,321,248,64,13,748,263,190,229,66,228,17,108,76,27,193,58,73,42,20,16173,825,4197,5059,6092,18336,636,4785,5746,7169,1464,587,454,254,169,1351,499,390,364,98,463,238,225,53,231,150,29,2815,1351,1464,1086,844,618,267,3278,1589,1689,1139,1075,768,296
"83","55085","Assembly District 85 (2018), Wisconsin",17565,1388,5864,5553,4760,18528,1091,5919,6321,5197,134,45,20,63,6,49,4,1,35,9,107,6,45,40,16,102,31,57,0,14,1358,197,412,509,240,1255,454,227,366,208,0,0,0,0,0,22,22,0,0,0,107,34,20,23,30,115,88,0,20,7,227,40,57,127,3,147,29,33,83,2,17341,1315,5821,5458,4747,18258,943,5899,6245,5171,354,123,66,125,40,461,246,50,139,26,183,49,134,49,21,98,15,815,461,354,369,116,264,66,998,510,488,418,137,362,81
"84","55063","Assembly District 63 (2018), Wisconsin",18372,1287,6095,6068,4922,20133,907,6442,6890,5894,1144,262,495,339,48,674,88,166,257,163,87,17,31,15,24,144,0,71,46,27,303,21,59,95,128,357,36,117,95,109,13,0,13,0,0,62,0,0,0,62,251,31,34,89,97,130,18,14,91,7,128,5,26,83,14,180,0,76,42,62,17471,990,5882,5739,4860,19146,881,6092,6481,5692,1235,335,277,440,183,1229,44,413,536,236,1818,674,1144,350,661,596,211,2464,1229,1235,379,690,976,419,4282,1903,2379,729,1351,1572,630
"85","55068","Assembly District 68 (2018), Wisconsin",19867,2025,7196,6882,3764,18456,1537,5466,6871,4582,416,44,166,186,20,100,42,5,35,18,79,0,19,52,8,27,12,3,10,2,230,29,143,31,27,292,54,63,122,53,0,0,0,0,0,0,0,0,0,0,65,34,0,17,14,38,4,7,22,5,350,36,135,153,26,172,16,30,117,9,19572,1945,7117,6799,3711,18255,1466,5429,6800,4560,408,120,93,128,67,244,75,47,95,27,516,100,416,86,171,221,38,652,244,408,195,140,223,94,1168,344,824,281,311,444,132
"86","55024","Assembly District 24 (2018), Wisconsin",16696,567,3064,4704,8361,18203,496,4174,4910,8623,1817,153,514,715,435,2465,178,565,904,818,23,0,0,10,13,82,0,0,0,82,723,77,113,203,330,770,50,112,169,439,12,0,0,0,12,0,0,0,0,0,177,0,118,26,33,185,0,0,30,155,231,3,52,17,159,309,23,15,117,154,16205,473,2972,4584,8176,17789,494,4020,4833,8442,701,99,210,146,246,609,2,154,123,330,4282,2465,1817,331,1079,1619,1253,1310,609,701,101,364,269,576,5592,3074,2518,432,1443,1888,1829
"87","55046","Assembly District 46 (2018), Wisconsin",18575,676,4311,6033,7555,20410,777,4427,6705,8501,804,19,222,322,241,679,36,115,379,149,58,0,2,49,7,95,0,0,26,69,815,137,44,150,484,853,97,126,53,577,11,0,3,0,8,11,0,7,0,4,114,0,73,33,8,114,0,0,17,97,146,1,0,20,125,226,34,40,80,72,17859,534,4087,5741,7497,19927,678,4379,6482,8388,830,142,297,325,66,637,111,48,277,201,1483,679,804,55,337,701,390,1467,637,830,253,345,602,267,2950,1316,1634,308,682,1303,657
"88","55017","Assembly District 17 (2018), Wisconsin",4901,240,1356,1571,1734,5984,362,1321,2009,2292,9298,1309,4058,2906,1025,13640,1696,3901,5427,2616,43,0,9,29,5,58,0,6,25,27,452,113,169,98,72,677,224,195,171,87,7,0,0,7,0,6,0,0,0,6,306,97,65,114,30,313,69,150,58,36,247,16,99,81,51,406,47,55,122,182,4609,219,1174,1513,1703,5674,304,1254,1894,2222,657,145,268,187,57,718,144,211,242,121,22938,13640,9298,3005,7959,8333,3641,1375,718,657,289,479,429,178,24313,14358,9955,3294,8438,8762,3819
