"","STATEFP.x","COUNTYFP","TRACTCE","GEOID.x","NAME.x","NAMELSAD","MTFCC","FUNCSTAT","ALAND.x","AWATER.x","INTPTLAT","INTPTLON","STATEFP.y","SLDUST","AFFGEOID","GEOID.y","NAME.y","LSAD","LSY","ALAND.y","AWATER.y"
"794.2","55","097","960100","55097960100","9601","Census Tract 9601","G5020","S",375441101,6732073,"+44.5958332","-089.3502471","55","002","610U600US55002","55002","2","LU","2018",3623735920,50781853
"794.3","55","097","960100","55097960100","9601","Census Tract 9601","G5020","S",375441101,6732073,"+44.5958332","-089.3502471","55","014","610U600US55014","55014","14","LU","2018",7855996835,282210519
"795","55","097","961300","55097961300","9613","Census Tract 9613","G5020","S",452066319,2131583,"+44.3244594","-089.3758288","55","024","610U600US55024","55024","24","LU","2018",7436309723,224351968
"795.1","55","097","961300","55097961300","9613","Census Tract 9613","G5020","S",452066319,2131583,"+44.3244594","-089.3758288","55","014","610U600US55014","55014","14","LU","2018",7855996835,282210519
"796","55","097","960300","55097960300","9603","Census Tract 9603","G5020","S",6411402,1774589,"+44.5419724","-089.5952600","55","024","610U600US55024","55024","24","LU","2018",7436309723,224351968
"797","55","097","960600","55097960600","9606","Census Tract 9606","G5020","S",224143908,2424491,"+44.4630329","-089.3515055","55","024","610U600US55024","55024","24","LU","2018",7436309723,224351968
"797.1","55","097","960600","55097960600","9606","Census Tract 9606","G5020","S",224143908,2424491,"+44.4630329","-089.3515055","55","014","610U600US55014","55014","14","LU","2018",7855996835,282210519
"798","55","097","961200","55097961200","9612","Census Tract 9612","G5020","S",362109643,5237327,"+44.3446701","-089.6172425","55","024","610U600US55024","55024","24","LU","2018",7436309723,224351968
"799","55","097","960200","55097960200","9602","Census Tract 9602","G5020","S",433377808,26328410,"+44.6064707","-089.6759493","55","029","610U600US55029","55029","29","LU","2018",10713251220,346460545
"799.1","55","097","960200","55097960200","9602","Census Tract 9602","G5020","S",433377808,26328410,"+44.6064707","-089.6759493","55","024","610U600US55024","55024","24","LU","2018",7436309723,224351968
"800","55","097","960500","55097960500","9605","Census Tract 9605","G5020","S",71288114,909072,"+44.5469187","-089.5254240","55","024","610U600US55024","55024","24","LU","2018",7436309723,224351968
"801","55","097","960900","55097960900","9609","Census Tract 9609","G5020","S",1986442,0,"+44.5185856","-089.5637001","55","024","610U600US55024","55024","24","LU","2018",7436309723,224351968
"802","55","097","960800","55097960800","9608","Census Tract 9608","G5020","S",6283620,1024187,"+44.5112913","-089.5516768","55","024","610U600US55024","55024","24","LU","2018",7436309723,224351968
"803","55","097","961000","55097961000","9610","Census Tract 9610","G5020","S",1429481,153071,"+44.5220476","-089.5813529","55","024","610U600US55024","55024","24","LU","2018",7436309723,224351968
"804","55","025","010501","55025010501","105.01","Census Tract 105.01","G5020","S",8952180,4688,"+43.0337201","-089.2905411","55","026","610U600US55026","55026","26","LU","2018",111156338,55363248
"804.1","55","025","010501","55025010501","105.01","Census Tract 105.01","G5020","S",8952180,4688,"+43.0337201","-089.2905411","55","016","610U600US55016","55016","16","LU","2018",569648175,29195084
"805","55","009","001701","55009001701","17.01","Census Tract 17.01","G5020","S",1839377,0,"+44.5173062","-087.9721269","55","030","610U600US55030","55030","30","LU","2018",1484911602,765129093
"806","55","009","021600","55009021600","216","Census Tract 216","G5020","S",88880945,63119,"+44.6338065","-088.1850578","55","030","610U600US55030","55030","30","LU","2018",1484911602,765129093
"806.1","55","009","021600","55009021600","216","Census Tract 216","G5020","S",88880945,63119,"+44.6338065","-088.1850578","55","012","610U600US55012","55012","12","LU","2018",20324734743,1027452248
"806.2","55","009","021600","55009021600","216","Census Tract 216","G5020","S",88880945,63119,"+44.6338065","-088.1850578","55","002","610U600US55002","55002","2","LU","2018",3623735920,50781853
"807","55","003","940000","55003940000","9400","Census Tract 9400","G5020","S",561440458,20970459,"+46.5031467","-090.6881142","55","025","610U600US55025","55025","25","LU","2018",21786702412,6063702905
"808","55","003","950800","55003950800","9508","Census Tract 9508","G5020","S",223253412,1075178749,"+46.9406451","-090.5708301","55","025","610U600US55025","55025","25","LU","2018",21786702412,6063702905
"809","55","079","017100","55079017100","171","Census Tract 171","G5020","S",675647,0,"+43.0105728","-087.9580700","55","003","610U600US55003","55003","3","LU","2018",59340991,172273
"810","55","079","018100","55079018100","181","Census Tract 181","G5020","S",571338,593813,"+42.9982136","-087.8854792","55","007","610U600US55007","55007","7","LU","2018",150298951,1407370347
"811","55","079","021800","55079021800","218","Census Tract 218","G5020","S",872800,0,"+42.9407958","-087.9569493","55","028","610U600US55028","55028","28","LU","2018",516519159,21483723
"811.1","55","079","021800","55079021800","218","Census Tract 218","G5020","S",872800,0,"+42.9407958","-087.9569493","55","007","610U600US55007","55007","7","LU","2018",150298951,1407370347
"811.2","55","079","021800","55079021800","218","Census Tract 218","G5020","S",872800,0,"+42.9407958","-087.9569493","55","003","610U600US55003","55003","3","LU","2018",59340991,172273
"812","55","079","035200","55079035200","352","Census Tract 352","G5020","S",3864669,0,"+43.1601185","-087.9070732","55","008","610U600US55008","55008","8","LU","2018",630602556,1052680549
"813","55","079","020300","55079020300","203","Census Tract 203","G5020","S",1450957,0,"+42.9792426","-087.9265896","55","007","610U600US55007","55007","7","LU","2018",150298951,1407370347
"813.1","55","079","020300","55079020300","203","Census Tract 203","G5020","S",1450957,0,"+42.9792426","-087.9265896","55","003","610U600US55003","55003","3","LU","2018",59340991,172273
"814","55","079","020400","55079020400","204","Census Tract 204","G5020","S",489099,0,"+42.9883400","-087.9300853","55","003","610U600US55003","55003","3","LU","2018",59340991,172273
"815","55","079","020500","55079020500","205","Census Tract 205","G5020","S",477668,0,"+42.9883214","-087.9227237","55","003","610U600US55003","55003","3","LU","2018",59340991,172273
"816","55","079","020600","55079020600","206","Census Tract 206","G5020","S",1326336,0,"+42.9810335","-087.9044429","55","007","610U600US55007","55007","7","LU","2018",150298951,1407370347
"816.1","55","079","020600","55079020600","206","Census Tract 206","G5020","S",1326336,0,"+42.9810335","-087.9044429","55","003","610U600US55003","55003","3","LU","2018",59340991,172273
"817","55","079","020700","55079020700","207","Census Tract 207","G5020","S",1777791,0,"+42.9803925","-087.8928284","55","007","610U600US55007","55007","7","LU","2018",150298951,1407370347
"818","55","079","020800","55079020800","208","Census Tract 208","G5020","S",899314,211906,"+42.9855605","-087.8765247","55","007","610U600US55007","55007","7","LU","2018",150298951,1407370347
"819","55","079","020900","55079020900","209","Census Tract 209","G5020","S",1011688,0,"+42.9701335","-087.9018627","55","007","610U600US55007","55007","7","LU","2018",150298951,1407370347
"820","55","079","021000","55079021000","210","Census Tract 210","G5020","S",1273044,0,"+42.9627755","-087.8999431","55","007","610U600US55007","55007","7","LU","2018",150298951,1407370347
"821","55","017","010300","55017010300","103","Census Tract 103","G5020","S",5316161,303705,"+44.9342195","-091.4103546","55","023","610U600US55023","55023","23","LU","2018",9185985321,141083228
"822","55","017","010800","55017010800","108","Census Tract 108","G5020","S",334899045,1123247,"+44.9094902","-091.0955909","55","029","610U600US55029","55029","29","LU","2018",10713251220,346460545
"822.1","55","017","010800","55017010800","108","Census Tract 108","G5020","S",334899045,1123247,"+44.9094902","-091.0955909","55","023","610U600US55023","55023","23","LU","2018",9185985321,141083228
"823","55","017","010700","55017010700","107","Census Tract 107","G5020","S",90521841,13150403,"+44.9059634","-091.3171813","55","023","610U600US55023","55023","23","LU","2018",9185985321,141083228
"824","55","017","010900","55017010900","109","Census Tract 109","G5020","S",514490261,8119937,"+45.1286698","-091.0197769","55","029","610U600US55029","55029","29","LU","2018",10713251220,346460545
"824.1","55","017","010900","55017010900","109","Census Tract 109","G5020","S",514490261,8119937,"+45.1286698","-091.0197769","55","023","610U600US55023","55023","23","LU","2018",9185985321,141083228
"825","55","017","010400","55017010400","104","Census Tract 104","G5020","S",275143488,1867665,"+44.9287091","-091.5289020","55","031","610U600US55031","55031","31","LU","2018",8107495301,232697345
"825.1","55","017","010400","55017010400","104","Census Tract 104","G5020","S",275143488,1867665,"+44.9287091","-091.5289020","55","023","610U600US55023","55023","23","LU","2018",9185985321,141083228
"826","55","017","011000","55017011000","110","Census Tract 110","G5020","S",520083643,18342315,"+45.0872024","-091.2322117","55","023","610U600US55023","55023","23","LU","2018",9185985321,141083228
"827","55","079","021100","55079021100","211","Census Tract 211","G5020","S",642849,0,"+42.9701493","-087.9144456","55","007","610U600US55007","55007","7","LU","2018",150298951,1407370347
"827.1","55","079","021100","55079021100","211","Census Tract 211","G5020","S",642849,0,"+42.9701493","-087.9144456","55","003","610U600US55003","55003","3","LU","2018",59340991,172273
"828","55","009","020704","55009020704","207.04","Census Tract 207.04","G5020","S",19224668,269796,"+44.4576011","-087.9852290","55","030","610U600US55030","55030","30","LU","2018",1484911602,765129093
"828.1","55","009","020704","55009020704","207.04","Census Tract 207.04","G5020","S",19224668,269796,"+44.4576011","-087.9852290","55","002","610U600US55002","55002","2","LU","2018",3623735920,50781853
"829","55","079","050101","55079050101","501.01","Census Tract 501.01","G5020","S",4896027,0,"+43.1768173","-087.9849329","55","004","610U600US55004","55004","4","LU","2018",100579158,1758822
"829.1","55","079","050101","55079050101","501.01","Census Tract 501.01","G5020","S",4896027,0,"+43.1768173","-087.9849329","55","008","610U600US55008","55008","8","LU","2018",630602556,1052680549
"830","55","079","070100","55079070100","701","Census Tract 701","G5020","S",1610847,0,"+43.1206370","-087.9076577","55","004","610U600US55004","55004","4","LU","2018",100579158,1758822
"830.1","55","079","070100","55079070100","701","Census Tract 701","G5020","S",1610847,0,"+43.1206370","-087.9076577","55","008","610U600US55008","55008","8","LU","2018",630602556,1052680549
"831","55","079","070300","55079070300","703","Census Tract 703","G5020","S",1280685,0,"+43.1063142","-087.9037997","55","004","610U600US55004","55004","4","LU","2018",100579158,1758822
"831.1","55","079","070300","55079070300","703","Census Tract 703","G5020","S",1280685,0,"+43.1063142","-087.9037997","55","008","610U600US55008","55008","8","LU","2018",630602556,1052680549
"832","55","079","080100","55079080100","801","Census Tract 801","G5020","S",996171,0,"+43.0955479","-087.8977397","55","004","610U600US55004","55004","4","LU","2018",100579158,1758822
"832.1","55","079","080100","55079080100","801","Census Tract 801","G5020","S",996171,0,"+43.0955479","-087.8977397","55","008","610U600US55008","55008","8","LU","2018",630602556,1052680549
"833","55","079","080200","55079080200","802","Census Tract 802","G5020","S",881854,0,"+43.0942490","-087.8877390","55","004","610U600US55004","55004","4","LU","2018",100579158,1758822
"833.1","55","079","080200","55079080200","802","Census Tract 802","G5020","S",881854,0,"+43.0942490","-087.8877390","55","008","610U600US55008","55008","8","LU","2018",630602556,1052680549
"834","55","079","080300","55079080300","803","Census Tract 803","G5020","S",1491398,946432,"+43.0903476","-087.8754811","55","004","610U600US55004","55004","4","LU","2018",100579158,1758822
"834.1","55","079","080300","55079080300","803","Census Tract 803","G5020","S",1491398,946432,"+43.0903476","-087.8754811","55","007","610U600US55007","55007","7","LU","2018",150298951,1407370347
"834.2","55","079","080300","55079080300","803","Census Tract 803","G5020","S",1491398,946432,"+43.0903476","-087.8754811","55","008","610U600US55008","55008","8","LU","2018",630602556,1052680549
"835","55","079","021200","55079021200","212","Census Tract 212","G5020","S",1933866,0,"+42.9652938","-087.9210237","55","007","610U600US55007","55007","7","LU","2018",150298951,1407370347
"835.1","55","079","021200","55079021200","212","Census Tract 212","G5020","S",1933866,0,"+42.9652938","-087.9210237","55","003","610U600US55003","55003","3","LU","2018",59340991,172273
"836","55","079","021300","55079021300","213","Census Tract 213","G5020","S",1241810,37233,"+42.9708698","-087.9385222","55","007","610U600US55007","55007","7","LU","2018",150298951,1407370347
"836.1","55","079","021300","55079021300","213","Census Tract 213","G5020","S",1241810,37233,"+42.9708698","-087.9385222","55","003","610U600US55003","55003","3","LU","2018",59340991,172273
"837","55","079","021400","55079021400","214","Census Tract 214","G5020","S",1282963,0,"+42.9629590","-087.9389171","55","007","610U600US55007","55007","7","LU","2018",150298951,1407370347
"837.1","55","079","021400","55079021400","214","Census Tract 214","G5020","S",1282963,0,"+42.9629590","-087.9389171","55","003","610U600US55003","55003","3","LU","2018",59340991,172273
"838","55","079","021500","55079021500","215","Census Tract 215","G5020","S",1291068,0,"+42.9520982","-087.9439827","55","007","610U600US55007","55007","7","LU","2018",150298951,1407370347
"838.1","55","079","021500","55079021500","215","Census Tract 215","G5020","S",1291068,0,"+42.9520982","-087.9439827","55","003","610U600US55003","55003","3","LU","2018",59340991,172273
"839","55","079","021600","55079021600","216","Census Tract 216","G5020","S",3703308,0,"+42.9522570","-087.9248749","55","007","610U600US55007","55007","7","LU","2018",150298951,1407370347
"839.1","55","079","021600","55079021600","216","Census Tract 216","G5020","S",3703308,0,"+42.9522570","-087.9248749","55","003","610U600US55003","55003","3","LU","2018",59340991,172273
"840","55","079","080400","55079080400","804","Census Tract 804","G5020","S",747723,0,"+43.0859404","-087.8884888","55","004","610U600US55004","55004","4","LU","2018",100579158,1758822
"840.1","55","079","080400","55079080400","804","Census Tract 804","G5020","S",747723,0,"+43.0859404","-087.8884888","55","007","610U600US55007","55007","7","LU","2018",150298951,1407370347
"841","55","079","090200","55079090200","902","Census Tract 902","G5020","S",3822276,9179,"+43.0824098","-088.0521934","55","004","610U600US55004","55004","4","LU","2018",100579158,1758822
"841.1","55","079","090200","55079090200","902","Census Tract 902","G5020","S",3822276,9179,"+43.0824098","-088.0521934","55","005","610U600US55005","55005","5","LU","2018",196266218,1759575
"842","55","079","090300","55079090300","903","Census Tract 903","G5020","S",4015001,0,"+43.0673905","-088.0515482","55","005","610U600US55005","55005","5","LU","2018",196266218,1759575
"843","55","079","090600","55079090600","906","Census Tract 906","G5020","S",3069045,243,"+43.0369557","-088.0545528","55","005","610U600US55005","55005","5","LU","2018",196266218,1759575
"844","55","079","090700","55079090700","907","Census Tract 907","G5020","S",1804120,0,"+43.0591936","-088.0254535","55","005","610U600US55005","55005","5","LU","2018",196266218,1759575
"845","55","079","090800","55079090800","908","Census Tract 908","G5020","S",786985,0,"+43.0630722","-088.0175484","55","005","610U600US55005","55005","5","LU","2018",196266218,1759575
"846","55","079","090900","55079090900","909","Census Tract 909","G5020","S",1228447,0,"+43.0600218","-087.9940185","55","006","610U600US55006","55006","6","LU","2018",50661998,116587
"846.1","55","079","090900","55079090900","909","Census Tract 909","G5020","S",1228447,0,"+43.0600218","-087.9940185","55","005","610U600US55005","55005","5","LU","2018",196266218,1759575
"847","55","079","091000","55079091000","910","Census Tract 910","G5020","S",1103928,0,"+43.0643330","-087.9970567","55","006","610U600US55006","55006","6","LU","2018",50661998,116587
"847.1","55","079","091000","55079091000","910","Census Tract 910","G5020","S",1103928,0,"+43.0643330","-087.9970567","55","005","610U600US55005","55005","5","LU","2018",196266218,1759575
"848","55","079","091100","55079091100","911","Census Tract 911","G5020","S",1721772,0,"+43.0549381","-088.0038186","55","006","610U600US55006","55006","6","LU","2018",50661998,116587
"848.1","55","079","091100","55079091100","911","Census Tract 911","G5020","S",1721772,0,"+43.0549381","-088.0038186","55","005","610U600US55005","55005","5","LU","2018",196266218,1759575
"849","55","079","091300","55079091300","913","Census Tract 913","G5020","S",1720756,0,"+43.0378684","-088.0097521","55","005","610U600US55005","55005","5","LU","2018",196266218,1759575
"849.1","55","079","091300","55079091300","913","Census Tract 913","G5020","S",1720756,0,"+43.0378684","-088.0097521","55","003","610U600US55003","55003","3","LU","2018",59340991,172273
"850","55","079","100700","55079100700","1007","Census Tract 1007","G5020","S",1690866,0,"+43.0213025","-088.0378862","55","005","610U600US55005","55005","5","LU","2018",196266218,1759575
"851","55","079","100800","55079100800","1008","Census Tract 1008","G5020","S",2617668,14646,"+43.0227776","-088.0546054","55","005","610U600US55005","55005","5","LU","2018",196266218,1759575
"852","55","079","100900","55079100900","1009","Census Tract 1009","G5020","S",3770220,30353,"+43.0091773","-088.0518209","55","005","610U600US55005","55005","5","LU","2018",196266218,1759575
"853","55","079","101000","55079101000","1010","Census Tract 1010","G5020","S",4166411,0,"+42.9917352","-088.0576363","55","028","610U600US55028","55028","28","LU","2018",516519159,21483723
"853.1","55","079","101000","55079101000","1010","Census Tract 1010","G5020","S",4166411,0,"+42.9917352","-088.0576363","55","005","610U600US55005","55005","5","LU","2018",196266218,1759575
"854","55","079","101100","55079101100","1011","Census Tract 1011","G5020","S",1347710,0,"+42.9942090","-088.0427675","55","028","610U600US55028","55028","28","LU","2018",516519159,21483723
"854.1","55","079","101100","55079101100","1011","Census Tract 1011","G5020","S",1347710,0,"+42.9942090","-088.0427675","55","005","610U600US55005","55005","5","LU","2018",196266218,1759575
"855","55","079","101300","55079101300","1013","Census Tract 1013","G5020","S",1355858,0,"+42.9990775","-088.0276968","55","005","610U600US55005","55005","5","LU","2018",196266218,1759575
"856","55","049","950100","55049950100","9501","Census Tract 9501","G5020","S",481193807,7132057,"+43.0860868","-090.0038974","55","017","610U600US55017","55017","17","LU","2018",11239762031,230747742
"856.1","55","049","950100","55049950100","9501","Census Tract 9501","G5020","S",481193807,7132057,"+43.0860868","-090.0038974","55","027","610U600US55027","55027","27","LU","2018",4214651842,79853893
"857","55","049","950300","55049950300","9503","Census Tract 9503","G5020","S",393176746,19556,"+42.9232910","-090.3186484","55","017","610U600US55017","55017","17","LU","2018",11239762031,230747742
"858","55","049","950500","55049950500","9505","Census Tract 9505","G5020","S",451966890,117659,"+42.9224580","-089.9490767","55","017","610U600US55017","55017","17","LU","2018",11239762031,230747742
"858.1","55","049","950500","55049950500","9505","Census Tract 9505","G5020","S",451966890,117659,"+42.9224580","-089.9490767","55","027","610U600US55027","55027","27","LU","2018",4214651842,79853893
"859","55","049","950400","55049950400","9504","Census Tract 9504","G5020","S",67353671,0,"+42.9516794","-090.1148968","55","017","610U600US55017","55017","17","LU","2018",11239762031,230747742
"860","55","049","950600","55049950600","9506","Census Tract 9506","G5020","S",157167853,244685,"+42.8711285","-090.1464666","55","017","610U600US55017","55017","17","LU","2018",11239762031,230747742
"860.1","55","049","950600","55049950600","9506","Census Tract 9506","G5020","S",157167853,244685,"+42.8711285","-090.1464666","55","027","610U600US55027","55027","27","LU","2018",4214651842,79853893
"861","55","049","950200","55049950200","9502","Census Tract 9502","G5020","S",424520939,6356367,"+43.0985827","-090.3081222","55","017","610U600US55017","55017","17","LU","2018",11239762031,230747742
"862","55","009","021500","55009021500","215","Census Tract 215","G5020","S",187202833,349047,"+44.2771492","-088.0200250","55","030","610U600US55030","55030","30","LU","2018",1484911602,765129093
"862.1","55","009","021500","55009021500","215","Census Tract 215","G5020","S",187202833,349047,"+44.2771492","-088.0200250","55","001","610U600US55001","55001","1","LU","2018",3903672534,7110221700
"862.2","55","009","021500","55009021500","215","Census Tract 215","G5020","S",187202833,349047,"+44.2771492","-088.0200250","55","009","610U600US55009","55009","9","LU","2018",2060978336,4286694272
"863","55","009","021100","55009021100","211","Census Tract 211","G5020","S",210104,0,"+44.4704276","-088.0366393","55","002","610U600US55002","55002","2","LU","2018",3623735920,50781853
"864","55","009","940001","55009940001","9400.01","Census Tract 9400.01","G5020","S",138773094,1978401,"+44.4659547","-088.1601669","55","001","610U600US55001","55001","1","LU","2018",3903672534,7110221700
"864.1","55","009","940001","55009940001","9400.01","Census Tract 9400.01","G5020","S",138773094,1978401,"+44.4659547","-088.1601669","55","002","610U600US55002","55002","2","LU","2018",3623735920,50781853
"865","55","009","001100","55009001100","11","Census Tract 11","G5020","S",1033462,48633,"+44.5117260","-087.9934333","55","030","610U600US55030","55030","30","LU","2018",1484911602,765129093
"866","55","009","000303","55009000303","3.03","Census Tract 3.03","G5020","S",1879554,0,"+44.5360801","-088.0640567","55","030","610U600US55030","55030","30","LU","2018",1484911602,765129093
"866.1","55","009","000303","55009000303","3.03","Census Tract 3.03","G5020","S",1879554,0,"+44.5360801","-088.0640567","55","002","610U600US55002","55002","2","LU","2018",3623735920,50781853
"867","55","079","101400","55079101400","1014","Census Tract 1014","G5020","S",1346019,0,"+43.0063152","-088.0273557","55","005","610U600US55005","55005","5","LU","2018",196266218,1759575
"868","55","079","101500","55079101500","1015","Census Tract 1015","G5020","S",1048023,0,"+43.0071269","-088.0074763","55","005","610U600US55005","55005","5","LU","2018",196266218,1759575
"868.1","55","079","101500","55079101500","1015","Census Tract 1015","G5020","S",1048023,0,"+43.0071269","-088.0074763","55","003","610U600US55003","55003","3","LU","2018",59340991,172273
"869","55","079","101600","55079101600","1016","Census Tract 1016","G5020","S",1458171,0,"+43.0031090","-087.9888209","55","005","610U600US55005","55005","5","LU","2018",196266218,1759575
"869.1","55","079","101600","55079101600","1016","Census Tract 1016","G5020","S",1458171,0,"+43.0031090","-087.9888209","55","003","610U600US55003","55003","3","LU","2018",59340991,172273
"870","55","079","101700","55079101700","1017","Census Tract 1017","G5020","S",932628,0,"+43.0017345","-088.0069719","55","005","610U600US55005","55005","5","LU","2018",196266218,1759575
"870.1","55","079","101700","55079101700","1017","Census Tract 1017","G5020","S",932628,0,"+43.0017345","-088.0069719","55","003","610U600US55003","55003","3","LU","2018",59340991,172273
"871","55","079","101800","55079101800","1018","Census Tract 1018","G5020","S",1517628,15790,"+42.9937986","-088.0093865","55","028","610U600US55028","55028","28","LU","2018",516519159,21483723
"871.1","55","079","101800","55079101800","1018","Census Tract 1018","G5020","S",1517628,15790,"+42.9937986","-088.0093865","55","005","610U600US55005","55005","5","LU","2018",196266218,1759575
"871.2","55","079","101800","55079101800","1018","Census Tract 1018","G5020","S",1517628,15790,"+42.9937986","-088.0093865","55","003","610U600US55003","55003","3","LU","2018",59340991,172273
"872","55","079","101200","55079101200","1012","Census Tract 1012","G5020","S",1343088,0,"+42.9918022","-088.0277290","55","028","610U600US55028","55028","28","LU","2018",516519159,21483723
"872.1","55","079","101200","55079101200","1012","Census Tract 1012","G5020","S",1343088,0,"+42.9918022","-088.0277290","55","005","610U600US55005","55005","5","LU","2018",196266218,1759575
"873","55","125","950200","55125950200","9502","Census Tract 9502","G5020","S",563037244,72970573,"+46.0063135","-089.2137032","55","012","610U600US55012","55012","12","LU","2018",20324734743,1027452248
"874","55","125","950500","55125950500","9505","Census Tract 9505","G5020","S",190139033,31141967,"+45.9243197","-089.3273759","55","012","610U600US55012","55012","12","LU","2018",20324734743,1027452248
"875","55","139","002202","55139002202","22.02","Census Tract 22.02","G5020","S",166602136,4244285,"+44.2053799","-088.7545491","55","019","610U600US55019","55019","19","LU","2018",827747802,144570388
"875.1","55","139","002202","55139002202","22.02","Census Tract 22.02","G5020","S",166602136,4244285,"+44.2053799","-088.7545491","55","014","610U600US55014","55014","14","LU","2018",7855996835,282210519
"876","55","139","002201","55139002201","22.01","Census Tract 22.01","G5020","S",59808645,34603794,"+44.1134716","-088.7043347","55","018","610U600US55018","55018","18","LU","2018",1568804577,338141357
"876.1","55","139","002201","55139002201","22.01","Census Tract 22.01","G5020","S",59808645,34603794,"+44.1134716","-088.7043347","55","019","610U600US55019","55019","19","LU","2018",827747802,144570388
"877","55","037","190100","55037190100","1901","Census Tract 1901","G5020","S",533147116,12521873,"+45.9196317","-088.3668177","55","012","610U600US55012","55012","12","LU","2018",20324734743,1027452248
"878","55","037","190200","55037190200","1902","Census Tract 1902","G5020","S",731085342,11589763,"+45.7775904","-088.4198253","55","012","610U600US55012","55012","12","LU","2018",20324734743,1027452248
"879","55","105","001202","55105001202","12.02","Census Tract 12.02","G5020","S",64605105,1102090,"+42.7331108","-089.0685900","55","015","610U600US55015","55015","15","LU","2018",2375992041,69709602
"879.1","55","105","001202","55105001202","12.02","Census Tract 12.02","G5020","S",64605105,1102090,"+42.7331108","-089.0685900","55","011","610U600US55011","55011","11","LU","2018",2582695181,70042321
"880","55","131","420401","55131420401","4204.01","Census Tract 4204.01","G5020","S",1255580,77599,"+43.4246106","-088.1824901","55","020","610U600US55020","55020","20","LU","2018",2543861755,2357570087
"881","55","119","960600","55119960600","9606","Census Tract 9606","G5020","S",274377170,59743,"+45.0771104","-090.3778096","55","029","610U600US55029","55029","29","LU","2018",10713251220,346460545
"881.1","55","119","960600","55119960600","9606","Census Tract 9606","G5020","S",274377170,59743,"+45.0771104","-090.3778096","55","023","610U600US55023","55023","23","LU","2018",9185985321,141083228
"882","55","119","960500","55119960500","9605","Census Tract 9605","G5020","S",9307859,74100,"+45.1321452","-090.3559744","55","029","610U600US55029","55029","29","LU","2018",10713251220,346460545
"883","55","119","960200","55119960200","9602","Census Tract 9602","G5020","S",822632259,7465178,"+45.2896396","-090.5762263","55","025","610U600US55025","55025","25","LU","2018",21786702412,6063702905
"883.1","55","119","960200","55119960200","9602","Census Tract 9602","G5020","S",822632259,7465178,"+45.2896396","-090.5762263","55","029","610U600US55029","55029","29","LU","2018",10713251220,346460545
"884","55","119","960400","55119960400","9604","Census Tract 9604","G5020","S",192702637,788922,"+45.1663258","-090.4250651","55","029","610U600US55029","55029","29","LU","2018",10713251220,346460545
"885","55","119","960300","55119960300","9603","Census Tract 9603","G5020","S",653906116,12351733,"+45.1487411","-090.7634033","55","029","610U600US55029","55029","29","LU","2018",10713251220,346460545
"885.1","55","119","960300","55119960300","9603","Census Tract 9603","G5020","S",653906116,12351733,"+45.1487411","-090.7634033","55","023","610U600US55023","55023","23","LU","2018",9185985321,141083228
"886","55","119","960100","55119960100","9601","Census Tract 9601","G5020","S",572392752,3946738,"+45.2438393","-090.1776174","55","025","610U600US55025","55025","25","LU","2018",21786702412,6063702905
"886.1","55","119","960100","55119960100","9601","Census Tract 9601","G5020","S",572392752,3946738,"+45.2438393","-090.1776174","55","012","610U600US55012","55012","12","LU","2018",20324734743,1027452248
"886.2","55","119","960100","55119960100","9601","Census Tract 9601","G5020","S",572392752,3946738,"+45.2438393","-090.1776174","55","029","610U600US55029","55029","29","LU","2018",10713251220,346460545
"887","55","057","100300","55057100300","1003","Census Tract 1003","G5020","S",168549523,32506990,"+43.9598537","-090.0583020","55","017","610U600US55017","55017","17","LU","2018",11239762031,230747742
"887.1","55","057","100300","55057100300","1003","Census Tract 1003","G5020","S",168549523,32506990,"+43.9598537","-090.0583020","55","024","610U600US55024","55024","24","LU","2018",7436309723,224351968
"887.2","55","057","100300","55057100300","1003","Census Tract 1003","G5020","S",168549523,32506990,"+43.9598537","-090.0583020","55","014","610U600US55014","55014","14","LU","2018",7855996835,282210519
"888","55","133","200803","55133200803","2008.03","Census Tract 2008.03","G5020","S",9059073,78816,"+43.0940693","-088.1496563","55","005","610U600US55005","55005","5","LU","2018",196266218,1759575
"888.1","55","133","200803","55133200803","2008.03","Census Tract 2008.03","G5020","S",9059073,78816,"+43.0940693","-088.1496563","55","008","610U600US55008","55008","8","LU","2018",630602556,1052680549
"889","55","133","203303","55133203303","2033.03","Census Tract 2033.03","G5020","S",12370821,144560,"+43.1029811","-088.2883935","55","033","610U600US55033","55033","33","LU","2018",600587062,41472530
"889.1","55","133","203303","55133203303","2033.03","Census Tract 2033.03","G5020","S",12370821,144560,"+43.1029811","-088.2883935","55","008","610U600US55008","55008","8","LU","2018",630602556,1052680549
"890","55","133","201704","55133201704","2017.04","Census Tract 2017.04","G5020","S",22771105,870932,"+42.8866892","-088.1628901","55","028","610U600US55028","55028","28","LU","2018",516519159,21483723
"890.1","55","133","201704","55133201704","2017.04","Census Tract 2017.04","G5020","S",22771105,870932,"+42.8866892","-088.1628901","55","021","610U600US55021","55021","21","LU","2018",1275300272,2427242738
"891","55","133","202102","55133202102","2021.02","Census Tract 2021.02","G5020","S",18842271,389652,"+42.9408012","-088.2704831","55","028","610U600US55028","55028","28","LU","2018",516519159,21483723
"891.1","55","133","202102","55133202102","2021.02","Census Tract 2021.02","G5020","S",18842271,389652,"+42.9408012","-088.2704831","55","033","610U600US55033","55033","33","LU","2018",600587062,41472530
